A1CF	rep2_peak_4778 (+2911)
PYGL	rep2_peak_11240 (+8957), rep2_peak_11239 (+24040)
PYY	rep2_peak_16442 (+1921), rep2_peak_16438 (+20465)
QPCT	rep2_peak_20882 (-619)
QSOX1	rep2_peak_3000 (-21461), rep2_peak_3002 (+2993)
RAB10	rep2_peak_20708 (-21744)
RAB11B	rep2_peak_18992 (-15737), rep2_peak_18994 (-1835)
RAB11FIP3	rep2_peak_13426 (-19725)
RAB12	rep2_peak_17899 (+18312)
RAB14	rep2_peak_41259 (+22345)
RAB17	rep2_peak_23898 (-23268), rep2_peak_23894 (+371), rep2_peak_23893 (+5301)
RAB20	rep2_peak_10761 (-15229)
RAB30	rep2_peak_7430 (-21191)
RAB35	rep2_peak_9702 (-5208)
RAB37	rep2_peak_17288 (-207)
RAB3B	rep2_peak_1279 (+13356)
RAB3D	rep2_peak_19078 (-4948)
RAB3IP	rep2_peak_9057 (+640)
RAB43	rep2_peak_28459 (+2003)
RAB44	rep2_peak_34323 (-14049)
RAB4A	rep2_peak_3784 (+2820), rep2_peak_3788 (+28221)
RAB7A	rep2_peak_28450 (-17883)
RAB8A	rep2_peak_19238 (-21978), rep2_peak_19239 (-17838)
RAB9B	rep2_peak_42356 (+26192)
RABGEF1	rep2_peak_37061 (+21110), rep2_peak_37063 (+27179), rep2_peak_37064 (+28208)
RABL2A	rep2_peak_22274 (-23069)
RAD18	rep2_peak_26880 (-1730)
RAD23B	rep2_peak_41008 (-10307), rep2_peak_41011 (+1608)
RAD51AP2	rep2_peak_20521 (-20643)
RAD54L2	rep2_peak_27615 (+8695)
RAF1	rep2_peak_26964 (-12479), rep2_peak_26961 (+16466)
RALB	rep2_peak_22349 (+20269)
RALGAPA1	rep2_peak_11100 (+2510)
RALGAPA2	rep2_peak_24415 (+1541), rep2_peak_24414 (+13121), rep2_peak_24413 (+14135)
RALGPS1	rep2_peak_41440 (+4589)
RALY	rep2_peak_24671 (+9821), rep2_peak_24672 (+11245)
RANBP3	rep2_peak_18909 (-9180)
RANBP9	rep2_peak_33646 (-562)
RANGRF	rep2_peak_15638 (-14400)
RAP1A	rep2_peak_2090 (+20279)
RAP2B	rep2_peak_28790 (-23366), rep2_peak_28791 (-21323)
RAPGEF2	rep2_peak_30969 (+12856)
RAPGEF5	rep2_peak_36494 (-2515)
RAPGEF6	rep2_peak_32485 (+4321)
RARS2	rep2_peak_34972 (+5987)
RASA2	rep2_peak_28626 (-4593)
RASGRF2	rep2_peak_32052 (-3477)
RASL12	rep2_peak_12763 (+10786)
RASSF10	rep2_peak_6286 (-1428)
RASSF3	rep2_peak_8984 (+23626), rep2_peak_8985 (+25284)
RASSF4	rep2_peak_4657 (-19553)
RASSF6	rep2_peak_30238 (+21273)
RB1CC1	rep2_peak_39021 (+18954)
RBCK1	rep2_peak_24033 (-11003), rep2_peak_24034 (-6150), rep2_peak_24036 (-267)
RBFOX2	rep2_peak_26378 (-2060)
RBM10	rep2_peak_42130 (+16428)
RBM23	rep2_peak_10898 (+15885)
RBM26	rep2_peak_10560 (+12195)
RBMS1	rep2_peak_22726 (+1218)
RBP4	rep2_peak_5385 (+290)
RBPMS	rep2_peak_38777 (+29783)
RCAN1	rep2_peak_25577 (-19816), rep2_peak_25576 (-1462), rep2_peak_25575 (+3000)
RCBTB1	rep2_peak_10387 (-8501), rep2_peak_10385 (-2125)
RCN1	rep2_peak_6474 (+2049), rep2_peak_6475 (+12664)
RCN2	rep2_peak_13028 (+5133)
RD3	rep2_peak_3393 (-26820)
RDH16	rep2_peak_8890 (+16478)
RDX	rep2_peak_7667 (-1796)
REEP1	rep2_peak_21818 (-8042)
REEP6	rep2_peak_18706 (+7949)
REG4	rep2_peak_2228 (+20948)
REL	rep2_peak_21333 (+4316)
RELL1	rep2_peak_29898 (+22631)
REM2	rep2_peak_10898 (+20134)
REN	rep2_peak_3267 (-5534)
RENBP	rep2_peak_42698 (-3666)
REPS1	rep2_peak_35610 (-1092), rep2_peak_35609 (-71)
RETN	rep2_peak_18964 (-16712)
RFC1	rep2_peak_29960 (-9252), rep2_peak_29957 (+25049)
RFESD	rep2_peak_32175 (+12)
RFFL	rep2_peak_16059 (+9547), rep2_peak_16058 (+13784), rep2_peak_16057 (+25563)
RFK	rep2_peak_40592 (-29467), rep2_peak_40588 (+21217)
RGN	rep2_peak_42125 (+518), rep2_peak_42126 (+2459)
RGPD1	rep2_peak_21838 (-5440), rep2_peak_21839 (+4290)
RGPD4	rep2_peak_22107 (-18194)
RGS12	rep2_peak_29609 (+28504)
RHBDD2	rep2_peak_37200 (+27299), rep2_peak_37201 (+28633)
RHBDF2	rep2_peak_17416 (+16607), rep2_peak_17415 (+17697)
RHBG	rep2_peak_2636 (+2855)
RHOD	rep2_peak_7068 (-15031)
RHOJ	rep2_peak_11453 (-119)
RHOQ	rep2_peak_21151 (+4660)
RHPN2	rep2_peak_19438 (+23401)
RICTOR	rep2_peak_31479 (-28544)
RIN2	rep2_peak_24398 (+16884)
RIN3	rep2_peak_11883 (-9850)
RIOX1	rep2_peak_11641 (-28597), rep2_peak_11643 (-89)
RIPK4	rep2_peak_25706 (-1790), rep2_peak_25703 (+16406)
RMDN2	rep2_peak_20889 (-25013)
RMI1	rep2_peak_40677 (+6444)
RMI2	rep2_peak_13760 (+19066)
RMND1	rep2_peak_35839 (-96), rep2_peak_35838 (+1015)
RNASE4	rep2_peak_10848 (-11931)
RNASE7	rep2_peak_10862 (+6589), rep2_peak_10863 (+12334)
RNASE8	rep2_peak_10862 (-9007), rep2_peak_10863 (-3262)
RNASEH1	rep2_peak_20290 (-61)
RNASET2	rep2_peak_36074 (-654)
RND1	rep2_peak_8643 (-17887), rep2_peak_8642 (-1266)
RNF10	rep2_peak_9727 (+15753)
RNF113B	rep2_peak_10661 (+3587), rep2_peak_10659 (+15732)
RNF114	rep2_peak_25076 (-19710)
RNF121	rep2_peak_7213 (+19026)
RNF125	rep2_peak_18172 (+1171)
RNF128	rep2_peak_42371 (-10442), rep2_peak_42372 (-7707), rep2_peak_42375 (+13729)
RNF133	rep2_peak_37833 (+3145), rep2_peak_37832 (+19627)
RNF135	rep2_peak_16012 (+2272)
RNF144A	rep2_peak_20307 (+4252)
RNF145	rep2_peak_33019 (-18207)
RNF149	rep2_peak_22013 (-24902), rep2_peak_22012 (-21871), rep2_peak_22011 (-187)
RNF157	rep2_peak_17399 (-18388)
RNF169	rep2_peak_7294 (-14909)
RNF187	rep2_peak_3726 (-7036)
RNF19A	rep2_peak_39401 (-7192), rep2_peak_39400 (+33)
RNF212	rep2_peak_29536 (+3239)
RNF213	rep2_peak_17606 (+676)
RNF222	rep2_peak_15645 (-22711)
RNF24	rep2_peak_24135 (-6622)
RNF32	rep2_peak_38283 (-25798)
RNF38	rep2_peak_40335 (-19974)
RNF39	rep2_peak_34065 (-24897)
RNF4	rep2_peak_29582 (-3954)
RNF43	rep2_peak_16833 (-138), rep2_peak_16830 (+22726), rep2_peak_16829 (+25855)
RNF8	rep2_peak_34360 (+15633)
RNGTT	rep2_peak_35001 (-22425), rep2_peak_35000 (-9510), rep2_peak_34999 (-5654)
RNH1	rep2_peak_6061 (-14378)
ROBO3	rep2_peak_7946 (+17161)
ROBO4	rep2_peak_7947 (-669), rep2_peak_7946 (+15734)
ROCK2	rep2_peak_20438 (-26160), rep2_peak_20437 (-21929), rep2_peak_20433 (-13011), rep2_peak_20431 (-9951), rep2_peak_20430 (-3947)
ROS1	rep2_peak_35303 (-16215)
RPEL1	rep2_peak_5660 (-14503)
RPF1	rep2_peak_1684 (+26108)
RPH3AL	rep2_peak_15369 (+3966)
RPL11	rep2_peak_641 (+13499)
RPL15	rep2_peak_27067 (-15605)
RPL18	rep2_peak_19962 (-7949)
RPL27A	rep2_peak_6204 (+16126), rep2_peak_6205 (+17623)
RPL3	rep2_peak_26519 (+26892)
RPL30	rep2_peak_39372 (-23371)
RPL37	rep2_peak_31505 (+25)
RPL37A	rep2_peak_23504 (+25140)
RPL5	rep2_peak_1800 (-8882)
RPS11	rep2_peak_20005 (+6920)
RPS17	rep2_peak_13119 (+28)
RPS26	rep2_peak_8841 (-26441)
RPS6KA3	rep2_peak_41908 (-4575)
RRAGA	rep2_peak_40164 (-174)
RRAS2	rep2_peak_6301 (+21880)
RRBP1	rep2_peak_24344 (-2161)
RRP1	rep2_peak_25774 (-6094)
RSF1	rep2_peak_7382 (+109)
RSL1D1	rep2_peak_13787 (+29172)
RSPH4A	rep2_peak_35292 (+15220)
RSPRY1	rep2_peak_14568 (+8435)
RTL1	rep2_peak_12062 (-15552)
RTN4	rep2_peak_21300 (+24), rep2_peak_21298 (+3556), rep2_peak_21297 (+24155)
RTN4RL1	rep2_peak_15429 (+27131)
RTN4RL2	rep2_peak_6687 (-25716), rep2_peak_6689 (-18648), rep2_peak_6690 (-6828)
RTP2	rep2_peak_29252 (-17204)
RTTN	rep2_peak_18541 (-17)
RUFY1	rep2_peak_33272 (+8518)
RUNX1	rep2_peak_25595 (+29610)
RUSC2	rep2_peak_40306 (-20257)
RWDD3	rep2_peak_1913 (-6377)
RXRB	rep2_peak_34207 (+1954)
RYBP	rep2_peak_27967 (-16195)
S100A2	rep2_peak_2510 (-730)
S100B	rep2_peak_25861 (-17243)
S100P	rep2_peak_29680 (+728), rep2_peak_29682 (+2826)
S1PR1	rep2_peak_1972 (+21279)
SAA4	rep2_peak_6371 (+12720)
SALL4	rep2_peak_25186 (-8642), rep2_peak_25184 (+21127)
SAMHD1	rep2_peak_24780 (-24038)
SAMM50	rep2_peak_26653 (-29700)
SAP25	rep2_peak_37571 (+5215)
SAR1B	rep2_peak_32581 (-5931)
SARDH	rep2_peak_41645 (-5817), rep2_peak_41643 (-60)
SASH3	rep2_peak_42556 (-5696)
SATB2	rep2_peak_23227 (+2277)
SBF2	rep2_peak_6235 (+5115)
SBK3	rep2_peak_20164 (-7888)
SCAMP4	rep2_peak_18720 (-7523)
SCAND1	rep2_peak_24746 (+4984)
SCAP	rep2_peak_27474 (+93), rep2_peak_27473 (+16363)
SCAPER	rep2_peak_13026 (+5214), rep2_peak_13025 (+17389)
SCARA3	rep2_peak_38708 (-8624)
SCARB1	rep2_peak_9887 (+9859), rep2_peak_9886 (+11357)
SCCPDH	rep2_peak_4065 (-27477)
SCD	rep2_peak_5553 (-6054), rep2_peak_5556 (-577)
SCGB1A1	rep2_peak_6833 (+13889), rep2_peak_6834 (+19804)
SCGB1D2	rep2_peak_6823 (+18256)
SCGB1D4	rep2_peak_6826 (-27743)
SCGB2A2	rep2_peak_6823 (-9689)
SCGB2B2	rep2_peak_19485 (+1926)
SCGN	rep2_peak_33814 (-22860), rep2_peak_33815 (-16211), rep2_peak_33819 (-9771), rep2_peak_33823 (+9133)
SCIMP	rep2_peak_15522 (+2482)
SCLY	rep2_peak_23916 (+19167)
SCMH1	rep2_peak_1083 (+9747)
SCN1A	rep2_peak_22808 (-6486)
SCN1B	rep2_peak_19499 (-24185)
SCN2B	rep2_peak_7818 (-26145), rep2_peak_7817 (-18659)
SCN4A	rep2_peak_16988 (+10390)
SCNN1A	rep2_peak_8157 (+11394)
SCPEP1	rep2_peak_16756 (-962)
SCYL1	rep2_peak_6991 (-27511)
SDC1	rep2_peak_20581 (+11399)
SDC4	rep2_peak_24919 (+7837)
SDR9C7	rep2_peak_8890 (-7436)
SEBOX	rep2_peak_15920 (-3129)
SEC11C	rep2_peak_18477 (+2458)
SEC13	rep2_peak_26925 (-80), rep2_peak_26924 (+3551)
SEC14L4	rep2_peak_26239 (+437)
SEC14L5	rep2_peak_13627 (-13456)
SEC24A	rep2_peak_32581 (-9870)
SEC63	rep2_peak_35115 (+5377), rep2_peak_35114 (+26096)
SECISBP2L	rep2_peak_12480 (+10539)
SECTM1	rep2_peak_17718 (-12590), rep2_peak_17717 (-2636), rep2_peak_17715 (+5365)
SEH1L	rep2_peak_18001 (-16928)
SELE	rep2_peak_2871 (-11296)
SELENOP	rep2_peak_31530 (+78)
SEMA3F	rep2_peak_27571 (+16704)
SEMA3G	rep2_peak_27651 (+15114)
SEMA4A	rep2_peak_2621 (-23158), rep2_peak_2624 (+25581), rep2_peak_2625 (+28658)
SEMA4C	rep2_peak_21934 (+7602)
SEMA4G	rep2_peak_5577 (-1423)
SEMA6B	rep2_peak_18846 (-24299)
SEMA7A	rep2_peak_12949 (-9296), rep2_peak_12948 (-7748)
SENP8	rep2_peak_12918 (+23565)
SEPHS2	rep2_peak_14244 (-1520), rep2_peak_14242 (+3678), rep2_peak_14241 (+8461)
SEPSECS	rep2_peak_29858 (-19)
SEPT10	rep2_peak_22136 (-18336)
SEPT6	rep2_peak_42468 (+23518)
SEPT9	rep2_peak_17472 (+5318), rep2_peak_17473 (+7559), rep2_peak_17475 (+19115), rep2_peak_17477 (+25647)
SERGEF	rep2_peak_6367 (+12201)
SERP2	rep2_peak_10279 (-9072)
SERPINA1	rep2_peak_11940 (-12772), rep2_peak_11939 (-9914), rep2_peak_11938 (-5408), rep2_peak_11937 (-4094), rep2_peak_11934 (+1978)
SERPINA11	rep2_peak_11946 (-10555), rep2_peak_11945 (-3343), rep2_peak_11944 (-57), rep2_peak_11943 (+1516)
SERPINA12	rep2_peak_11952 (-4554), rep2_peak_11950 (+15809)
SERPINA3	rep2_peak_11959 (-18282), rep2_peak_11960 (-13082)
SERPINA4	rep2_peak_11956 (+11713)
SERPINA5	rep2_peak_11956 (-8565), rep2_peak_11959 (+12740), rep2_peak_11960 (+17940)
SERPINA6	rep2_peak_11926 (+69)
SERPINA7	rep2_peak_42365 (-1474), rep2_peak_42362 (+29402)
SERPINA9	rep2_peak_11950 (-25788), rep2_peak_11946 (+12902), rep2_peak_11945 (+20114)
SERPINB1	rep2_peak_33373 (+464), rep2_peak_33372 (+2659)
SERPINB6	rep2_peak_33388 (-22910)
SERPINB9	rep2_peak_33380 (-6106), rep2_peak_33379 (-110), rep2_peak_33378 (+26535)
SERPIND1	rep2_peak_25955 (+141), rep2_peak_25956 (+4034), rep2_peak_25957 (+16962)
SERPINE1	rep2_peak_37597 (-23799), rep2_peak_37604 (-2179), rep2_peak_37605 (-179)
SERPINF1	rep2_peak_15419 (+1392)
SERPINF2	rep2_peak_15417 (-6182)
SERTAD2	rep2_peak_21436 (-15518), rep2_peak_21435 (-13301), rep2_peak_21429 (+8665)
SESTD1	rep2_peak_23050 (-11032), rep2_peak_23048 (-7807)
SETD5	rep2_peak_26887 (+5274), rep2_peak_26889 (+25198)
SETDB2	rep2_peak_10378 (+20789)
SETMAR	rep2_peak_26820 (+380)
SEZ6L	rep2_peak_26119 (+27363)
SF3A2	rep2_peak_18737 (-926)
SF3A3	rep2_peak_1009 (+820)
SF3B6	rep2_peak_20661 (+23282)
SFPQ	rep2_peak_962 (+13935)
SFT2D1	rep2_peak_36063 (-18685), rep2_peak_36061 (-5894)
SFT2D2	rep2_peak_2829 (-22552)
SGCE	rep2_peak_37397 (+12701)
SGF29	rep2_peak_14132 (-12779), rep2_peak_14134 (+27187)
SGIP1	rep2_peak_1607 (+9345)
SGSM1	rep2_peak_26089 (+23200)
SH2D1B	rep2_peak_2763 (+6144)
SH2D2A	rep2_peak_2659 (+20872)
SH2D4A	rep2_peak_38572 (+5420)
SH2D6	rep2_peak_21779 (-5682), rep2_peak_21782 (+2568)
SH3BGRL2	rep2_peak_34893 (-13634)
SH3BP2	rep2_peak_29590 (-17036)
SH3BP4	rep2_peak_23849 (+1867), rep2_peak_23853 (+17137), rep2_peak_23855 (+22284), rep2_peak_23856 (+27066)
SH3D19	rep2_peak_30867 (-25608), rep2_peak_30864 (+21312)
SH3GL1	rep2_peak_18837 (-168), rep2_peak_18836 (+9463)
SH3PXD2A	rep2_peak_5675 (+21441)
SH3PXD2B	rep2_peak_33091 (+25819)
SH3TC2	rep2_peak_32873 (-51)
SH3YL1	rep2_peak_20265 (+3150), rep2_peak_20264 (+14171)
SHANK2	rep2_peak_7185 (+23404)
SHB	rep2_peak_40372 (+9476), rep2_peak_40371 (+21277)
SHCBP1	rep2_peak_14326 (-1776)
SHF	rep2_peak_12453 (-37), rep2_peak_12452 (+772), rep2_peak_12451 (+2480)
SHH	rep2_peak_38283 (-802713), rep2_peak_38282 (-796941), rep2_peak_38280 (-704106), rep2_peak_38275 (-141903), rep2_peak_38274 (-139621), rep2_peak_38263 (+96658), rep2_peak_38262 (+129585)
SHROOM1	rep2_peak_32527 (-18631), rep2_peak_32518 (+23439)
SIAH2	rep2_peak_28759 (-2774), rep2_peak_28755 (+22398), rep2_peak_28753 (+25871), rep2_peak_28752 (+29456)
SIDT1	rep2_peak_28207 (+22397)
SIK1	rep2_peak_25756 (-14040)
SIK3	rep2_peak_7793 (+2479), rep2_peak_7791 (+20953), rep2_peak_7790 (+25677)
SIMC1	rep2_peak_33190 (-23292), rep2_peak_33191 (-22017)
SIRPB1	rep2_peak_24062 (-16809)
SIRPG	rep2_peak_24062 (+20961)
SIRT1	rep2_peak_4919 (-115)
SIRT4	rep2_peak_9710 (-24781)
SIX1	rep2_peak_11416 (-15906)
SKA1	rep2_peak_18357 (+29933)
SKI	rep2_peak_91 (-20786), rep2_peak_93 (+4109), rep2_peak_94 (+5989)
SKIL	rep2_peak_28941 (-28259)
SKOR1	rep2_peak_12835 (+24152)
SKP1	rep2_peak_32559 (+27269)
SKP2	rep2_peak_31429 (+1898), rep2_peak_31430 (+28900)
SLA2	rep2_peak_24770 (+3102)
SLAMF9	rep2_peak_2668 (-16925)
SLC10A1	rep2_peak_11592 (-12188)
SLC11A1	rep2_peak_23544 (+14225)
SLC11A2	rep2_peak_8723 (+2361)
SLC12A3	rep2_peak_14548 (-15300)
SLC12A5	rep2_peak_24949 (-6478)
SLC12A7	rep2_peak_31210 (+4658)
SLC13A2	rep2_peak_15930 (+15038)
SLC13A3	rep2_peak_24971 (-23027), rep2_peak_24970 (-19655), rep2_peak_24969 (-15744), rep2_peak_24964 (+20034)
SLC13A5	rep2_peak_15551 (+72), rep2_peak_15544 (+13326)
SLC16A10	rep2_peak_35210 (+18194)
SLC16A3	rep2_peak_17697 (-2681), rep2_peak_17698 (-1664), rep2_peak_17699 (+2737)
SLC16A5	rep2_peak_17310 (-9084)
SLC16A6	rep2_peak_17119 (-21657)
SLC16A9	rep2_peak_4844 (+7539)
SLC17A2	rep2_peak_33835 (-88), rep2_peak_33834 (+1542), rep2_peak_33832 (+20226), rep2_peak_33831 (+23095)
SLC17A3	rep2_peak_33830 (-25995)
SLC17A9	rep2_peak_25356 (+3044)
SLC18A2	rep2_peak_5850 (+23925)
SLC19A2	rep2_peak_2861 (+733)
SLC1A5	rep2_peak_19875 (+17451), rep2_peak_19874 (+23670)
SLC1A7	rep2_peak_1320 (-18492), rep2_peak_1315 (+20823)
SLC20A1	rep2_peak_22232 (-1347)
SLC20A2	rep2_peak_38951 (-1404)
SLC22A1	rep2_peak_36010 (+3561), rep2_peak_36011 (+15631)
SLC22A11	rep2_peak_6934 (+11043)
SLC22A12	rep2_peak_6934 (-24141)
SLC22A23	rep2_peak_33425 (+12183)
SLC22A25	rep2_peak_6880 (-20721), rep2_peak_6879 (-18188), rep2_peak_6878 (-11539)
SLC22A31	rep2_peak_15295 (+2092)
SLC22A7	rep2_peak_34485 (-27904)
SLC22A9	rep2_peak_6885 (-7180)
SLC23A1	rep2_peak_32671 (-99)
SLC23A2	rep2_peak_24165 (-18528), rep2_peak_24163 (-13086)
SLC24A4	rep2_peak_11879 (+24734)
SLC25A10	rep2_peak_17656 (-330), rep2_peak_17657 (+1872), rep2_peak_17658 (+15310)
SLC25A13	rep2_peak_37432 (-81), rep2_peak_37430 (+18807)
SLC25A15	rep2_peak_10228 (-2794)
SLC25A19	rep2_peak_17332 (-6855)
SLC25A30	rep2_peak_10304 (-22240), rep2_peak_10303 (-16395)
SLC25A33	rep2_peak_292 (-1341), rep2_peak_294 (+10867), rep2_peak_295 (+14484), rep2_peak_298 (+25722)
SLC25A36	rep2_peak_28608 (-232), rep2_peak_28609 (+15385)
SLC25A44	rep2_peak_2624 (-14824), rep2_peak_2625 (-11747), rep2_peak_2626 (-9540)
SLC25A45	rep2_peak_6974 (-1282), rep2_peak_6973 (+594)
SLC25A5	rep2_peak_42465 (+27550)
SLC25A51	rep2_peak_40365 (-4751)
SLC26A1	rep2_peak_29529 (+679)
SLC26A3	rep2_peak_37722 (+23373)
SLC26A5	rep2_peak_37673 (+8373)
SLC26A6	rep2_peak_27511 (-26445), rep2_peak_27509 (+11221)
SLC28A1	rep2_peak_13148 (+27918)
SLC29A2	rep2_peak_7041 (+20390)
SLC29A3	rep2_peak_4996 (+21046)
SLC29A4	rep2_peak_36310 (-24455), rep2_peak_36312 (-8993)
SLC2A14	rep2_peak_8210 (-16121), rep2_peak_8209 (-14627), rep2_peak_8208 (+346)
SLC2A2	rep2_peak_28961 (-18805), rep2_peak_28960 (-17844), rep2_peak_28958 (+12746), rep2_peak_28957 (+24267), rep2_peak_28956 (+25299)
SLC2A3	rep2_peak_8210 (+29006)
SLC2A4	rep2_peak_15574 (-16875)
SLC2A4RG	rep2_peak_25375 (-516)
SLC2A6	rep2_peak_41635 (-27606)
SLC2A8	rep2_peak_41446 (-6382)
SLC2A9	rep2_peak_29750 (-4137), rep2_peak_29748 (+4076), rep2_peak_29747 (+15062)
SLC30A1	rep2_peak_3399 (-24780)
SLC31A1	rep2_peak_41149 (+6847)
SLC31A2	rep2_peak_41145 (-11326)
SLC33A1	rep2_peak_28821 (-163)
SLC35B1	rep2_peak_16617 (-26853)
SLC35B4	rep2_peak_37961 (-22645), rep2_peak_37959 (+23848)
SLC35E2	rep2_peak_70 (-22767)
SLC35F6	rep2_peak_20725 (-27884)
SLC38A1	rep2_peak_8568 (-1257)
SLC38A11	rep2_peak_22799 (+17477), rep2_peak_22798 (+20314)
SLC38A2	rep2_peak_8575 (-10699), rep2_peak_8572 (+1305)
SLC38A3	rep2_peak_27575 (+3813)
SLC38A4	rep2_peak_8603 (+11636)
SLC39A11	rep2_peak_17244 (+2039)
SLC39A14	rep2_peak_38602 (-10535), rep2_peak_38603 (-6762), rep2_peak_38604 (-1638)
SLC41A3	rep2_peak_28387 (+17449)
SLC43A1	rep2_peak_6696 (+12716), rep2_peak_6694 (+17825)
SLC43A3	rep2_peak_6690 (-26600), rep2_peak_6689 (-14780), rep2_peak_6687 (-7712)
SLC44A4	rep2_peak_34173 (+13535)
SLC45A3	rep2_peak_3313 (-29356), rep2_peak_3312 (-22814)
SLC45A4	rep2_peak_39890 (+25571)
SLC46A1	rep2_peak_15925 (+1214)
SLC46A2	rep2_peak_41140 (-8065), rep2_peak_41139 (+20820)
SLC47A1	rep2_peak_15857 (+4821), rep2_peak_15858 (+16249)
SLC47A2	rep2_peak_15870 (-17566), rep2_peak_15869 (-4363)
SLC4A11	rep2_peak_24110 (+15148)
SLC51A	rep2_peak_29453 (-1365)
SLC51B	rep2_peak_12762 (-88), rep2_peak_12763 (+11956)
SLC6A1	rep2_peak_26935 (+9938)
SLC6A11	rep2_peak_26930 (-3895)
SLC6A12	rep2_peak_8058 (+2841)
SLC6A6	rep2_peak_27005 (-208)
SLC6A8	rep2_peak_42684 (-3509)
SLC6A9	rep2_peak_1142 (+7535)
SLC7A1	rep2_peak_10090 (+23705)
SLC7A11	rep2_peak_30746 (-149)
SLC7A13	rep2_peak_39270 (-7725)
SLC7A2	rep2_peak_38530 (-13010)
SLC7A5	rep2_peak_15250 (-9340), rep2_peak_15247 (-1243), rep2_peak_15244 (+7602), rep2_peak_15241 (+11791), rep2_peak_15236 (+19208), rep2_peak_15235 (+21199)
SLC7A6	rep2_peak_14739 (+859), rep2_peak_14741 (+17324)
SLC7A6OS	rep2_peak_14741 (+29061)
SLC9A3R1	rep2_peak_17291 (+2040)
SLC9A8	rep2_peak_25073 (+20112)
SLC9B2	rep2_peak_30519 (-18489), rep2_peak_30517 (+1260)
SLCO1B1	rep2_peak_8370 (+6300)
SLCO1B3	rep2_peak_8369 (-6927)
SLCO2B1	rep2_peak_7300 (+5134), rep2_peak_7303 (+17765)
SLCO4A1	rep2_peak_25334 (-2532), rep2_peak_25336 (+9795), rep2_peak_25337 (+24801)
SLCO4C1	rep2_peak_32269 (+126)
SLIT1	rep2_peak_5481 (+28170)
SLURP2	rep2_peak_39905 (+6873)
SLX4	rep2_peak_13577 (+14953)
SLX4IP	rep2_peak_24254 (+28492)
SMAD3	rep2_peak_12814 (-7782), rep2_peak_12816 (-3194), rep2_peak_12817 (-1520), rep2_peak_12820 (+8639), rep2_peak_12821 (+16479)
SMAD7	rep2_peak_18314 (+20332)
SMAP2	rep2_peak_1057 (+10562), rep2_peak_1058 (+16416)
SMARCA1	rep2_peak_42554 (-1901), rep2_peak_42549 (+11442), rep2_peak_42548 (+12869)
SMARCB1	rep2_peak_26040 (-12560)
SMARCD2	rep2_peak_16986 (+117)
SMG1	rep2_peak_13944 (-10710), rep2_peak_13941 (+14693)
SMG7	rep2_peak_3070 (-2171)
SMIM11A	rep2_peak_25572 (-3085)
SMIM12	rep2_peak_955 (+12641)
SMIM13	rep2_peak_33573 (-26488)
SMIM14	rep2_peak_29975 (-7)
SMIM20	rep2_peak_29868 (-5393), rep2_peak_29870 (+5666)
SMLR1	rep2_peak_35430 (-11926), rep2_peak_35434 (-46), rep2_peak_35435 (+7301)
SMO	rep2_peak_37887 (+12555), rep2_peak_37888 (+28157)
SMOC1	rep2_peak_11601 (+8688)
SMOX	rep2_peak_24142 (-13243), rep2_peak_24146 (+19163)
SMPD1	rep2_peak_6170 (-2352), rep2_peak_6171 (-111)
SMPDL3A	rep2_peak_35352 (+458), rep2_peak_35353 (+1821), rep2_peak_35354 (+2877), rep2_peak_35355 (+9175)
SMPX	rep2_peak_41932 (+10456)
SMTN	rep2_peak_26252 (-27088)
SMURF1	rep2_peak_37482 (-29898), rep2_peak_37481 (-26808), rep2_peak_37480 (-18472)
SMYD1	rep2_peak_21864 (-10997)
SMYD2	rep2_peak_3514 (+3729)
SNAP23	rep2_peak_12399 (-4010)
SNAPC3	rep2_peak_40154 (+14)
SNIP1	rep2_peak_1000 (+21602)
SNRNP48	rep2_peak_33532 (-28431), rep2_peak_33533 (-9487)
SNRPB	rep2_peak_24079 (-5313)
SNRPD1	rep2_peak_18041 (+26193)
SNRPD3	rep2_peak_26074 (-29916), rep2_peak_26076 (-5046)
SNRPG	rep2_peak_21568 (+23957)
SNTB1	rep2_peak_39581 (-26178), rep2_peak_39580 (-14530), rep2_peak_39577 (+3447)
SNURF	rep2_peak_12205 (-22900)
SNX13	rep2_peak_36475 (-170)
SNX21	rep2_peak_24931 (-3934)
SNX25	rep2_peak_31123 (-2825), rep2_peak_31124 (-1616)
SNX27	rep2_peak_2494 (-616)
SNX32	rep2_peak_7013 (+24611)
SNX5	rep2_peak_24370 (-16879)
SNX8	rep2_peak_36262 (-19086)
SOBP	rep2_peak_35101 (+3333)
SOCS2	rep2_peak_9248 (-7663)
SOCS3	rep2_peak_17519 (-15415), rep2_peak_17518 (-5695)
SORBS1	rep2_peak_5430 (+21420)
SORBS3	rep2_peak_38613 (+4895), rep2_peak_38614 (+6973)
SORL1	rep2_peak_7911 (+1603), rep2_peak_7912 (+7514), rep2_peak_7914 (+24339)
SORT1	rep2_peak_2031 (-1518), rep2_peak_2029 (+4814)
SOS1	rep2_peak_20936 (-19592), rep2_peak_20935 (-17328), rep2_peak_20934 (-13382), rep2_peak_20933 (-3386), rep2_peak_20932 (-272)
SOST	rep2_peak_16426 (-13320)
SOX12	rep2_peak_24022 (+1699)
SOX13	rep2_peak_3264 (+28626)
SOX18	rep2_peak_25392 (+25270)
SOX5	rep2_peak_8386 (+7699)
SOX8	rep2_peak_13449 (-9082)
