A1BG	rep2_peak_20236 (-82)
DNAJC18	rep2_peak_32674 (-5)
DNAJC19	rep2_peak_29103 (+30)
DNAJC2	rep2_peak_37670 (+121)
DNAJC21	rep2_peak_31408 (-223), rep2_peak_31409 (+539)
DNAJC22	rep2_peak_8662 (-4362), rep2_peak_8663 (+1002)
DNAJC24	rep2_peak_6470 (-30)
DNAJC25	rep2_peak_41105 (-128)
DNAJC25-GNG10	rep2_peak_41105 (-162), rep2_peak_41106 (+3722), rep2_peak_41107 (+11036)
DNAJC27	rep2_peak_20673 (+42)
DNAJC3	rep2_peak_10618 (-278), rep2_peak_10619 (+12982)
DNAJC30	rep2_peak_37124 (+110)
DNAJC4	rep2_peak_6917 (-258)
DNAJC5	rep2_peak_25383 (-289), rep2_peak_25384 (+1629)
DNAJC5B	rep2_peak_39119 (+5067)
DNAJC5G	rep2_peak_20752 (-10221)
DNAJC6	rep2_peak_1593 (+392)
DNAJC7	rep2_peak_16282 (-7388), rep2_peak_16281 (-2387), rep2_peak_16280 (+144)
DNAJC8	rep2_peak_811 (+96), rep2_peak_810 (+27591)
DNAJC9	rep2_peak_5065 (+1627)
DNAL1	rep2_peak_11649 (-8373), rep2_peak_11650 (-121)
DNASE1	rep2_peak_13579 (+9933), rep2_peak_13580 (+11583)
DNASE1L2	rep2_peak_13509 (-9229)
DNASE1L3	rep2_peak_27787 (-11366), rep2_peak_27786 (-6210), rep2_peak_27785 (+5012), rep2_peak_27784 (+9616), rep2_peak_27783 (+17692), rep2_peak_27782 (+19497), rep2_peak_27781 (+20150), rep2_peak_27780 (+21911), rep2_peak_27779 (+23293), rep2_peak_27778 (+29795)
DNASE2	rep2_peak_19138 (-4108)
DNER	rep2_peak_23730 (-29403), rep2_peak_23729 (-581)
DNHD1	rep2_peak_6176 (-7765)
DNLZ	rep2_peak_41698 (+9032), rep2_peak_41697 (+17701)
DNM1L	rep2_peak_8513 (-2947), rep2_peak_8514 (-1302), rep2_peak_8515 (-68)
DNMBP	rep2_peak_5542 (-10504)
DNMT1	rep2_peak_19031 (-23624), rep2_peak_19030 (-9702), rep2_peak_19029 (+36), rep2_peak_19028 (+3545)
DNMT3A	rep2_peak_20682 (-19541), rep2_peak_20681 (+5)
DNMT3B	rep2_peak_24626 (+5119), rep2_peak_24627 (+9774)
DNMT3L	rep2_peak_25783 (+12695), rep2_peak_25782 (+18016)
DNPEP	rep2_peak_23603 (+1014), rep2_peak_23602 (+11326), rep2_peak_23601 (+12235)
DNTTIP1	rep2_peak_24929 (-27)
DNTTIP2	rep2_peak_1844 (-26721), rep2_peak_1843 (-78), rep2_peak_1842 (+28331)
DOC2A	rep2_peak_14212 (-10593)
DOC2B	rep2_peak_15365 (-12368), rep2_peak_15364 (-894)
DOCK4	rep2_peak_37771 (+6), rep2_peak_37770 (+3418), rep2_peak_37769 (+12106), rep2_peak_37768 (+22917), rep2_peak_37767 (+23509)
DOCK5	rep2_peak_38654 (+602), rep2_peak_38655 (+1593), rep2_peak_38656 (+2907), rep2_peak_38657 (+14238), rep2_peak_38658 (+14957), rep2_peak_38659 (+16937), rep2_peak_38660 (+20591)
DOCK6	rep2_peak_19074 (-12272), rep2_peak_19073 (-6556), rep2_peak_19072 (-3496), rep2_peak_19071 (+19041), rep2_peak_19070 (+22927)
DOCK7	rep2_peak_1556 (-2918), rep2_peak_1555 (-2239), rep2_peak_1554 (-1487), rep2_peak_1553 (-219), rep2_peak_1552 (+593)
DOCK9	rep2_peak_10691 (-8421)
DOHH	rep2_peak_18807 (-5144), rep2_peak_18806 (+180), rep2_peak_18805 (+19153)
DOK4	rep2_peak_14587 (-3308), rep2_peak_14586 (-610), rep2_peak_14585 (+7680)
DOK6	rep2_peak_18531 (-652)
DOK7	rep2_peak_29614 (-19694)
DOLK	rep2_peak_41513 (+7)
DOLPP1	rep2_peak_41515 (-16376)
DONSON	rep2_peak_25559 (-221), rep2_peak_25558 (+11778)
DOPEY1	rep2_peak_34936 (+524)
DOPEY2	rep2_peak_25610 (+13), rep2_peak_25611 (+23673)
DOT1L	rep2_peak_18732 (+1276), rep2_peak_18733 (+3267), rep2_peak_18734 (+4931), rep2_peak_18735 (+7458)
DPAGT1	rep2_peak_7862 (+911)
DPEP1	rep2_peak_15324 (+10766), rep2_peak_15325 (+20689)
DPEP2	rep2_peak_14726 (-5067), rep2_peak_14725 (+434)
DPEP3	rep2_peak_14724 (+10999)
DPF1	rep2_peak_19592 (-26669), rep2_peak_19591 (-24335), rep2_peak_19590 (-23624)
DPF2	rep2_peak_6968 (-173)
DPH3	rep2_peak_27035 (+23)
DPH5	rep2_peak_1968 (-65), rep2_peak_1967 (+21510)
DPM1	rep2_peak_25160 (-377)
DPM2	rep2_peak_41469 (-27168), rep2_peak_41468 (-17082), rep2_peak_41467 (-13824), rep2_peak_41466 (-12336), rep2_peak_41465 (-8483)
DPM3	rep2_peak_2580 (-64)
DPP3	rep2_peak_7043 (-236), rep2_peak_7044 (+28892)
DPP4	rep2_peak_22748 (-26211), rep2_peak_22747 (-17279), rep2_peak_22746 (-14808), rep2_peak_22745 (-10762), rep2_peak_22744 (-630), rep2_peak_22743 (+67), rep2_peak_22742 (+519), rep2_peak_22741 (+8603)
DPP7	rep2_peak_41732 (+3090)
DPP8	rep2_peak_12784 (-374)
DPP9	rep2_peak_18858 (-835), rep2_peak_18857 (-81), rep2_peak_18856 (+6302), rep2_peak_18855 (+7912), rep2_peak_18854 (+14946), rep2_peak_18853 (+18271), rep2_peak_18852 (+18883)
DPRX	rep2_peak_20120 (-12083), rep2_peak_20121 (+10519), rep2_peak_20122 (+29238)
DPT	rep2_peak_2842 (-10792)
DPY19L1	rep2_peak_36700 (+50)
DPY19L3	rep2_peak_19426 (-514)
DPY19L4	rep2_peak_39316 (-106)
DPY30	rep2_peak_20832 (-88)
DPYD	rep2_peak_1925 (-9174), rep2_peak_1924 (-226), rep2_peak_1923 (+13964)
DPYSL4	rep2_peak_6015 (-10419), rep2_peak_6016 (-3681)
DR1	rep2_peak_1816 (-65)
DRAM1	rep2_peak_9377 (-10344), rep2_peak_9378 (-87), rep2_peak_9379 (+14333)
DRAM2	rep2_peak_2072 (-2773), rep2_peak_2071 (-275)
DRAP1	rep2_peak_7021 (+70)
DRC7	rep2_peak_14596 (-476), rep2_peak_14597 (+6293), rep2_peak_14598 (+9347), rep2_peak_14599 (+15085), rep2_peak_14600 (+25668)
DRD1	rep2_peak_33175 (-24010)
DRD3	rep2_peak_28217 (+26302)
DRD4	rep2_peak_6068 (+10638), rep2_peak_6069 (+18135)
DRG1	rep2_peak_26278 (-1686), rep2_peak_26279 (-39)
DRG2	rep2_peak_15814 (-57)
DRICH1	rep2_peak_26035 (-1662), rep2_peak_26034 (+27230)
DROSHA	rep2_peak_31346 (-414)
DRP2	rep2_peak_42343 (-24143)
DSC2	rep2_peak_18138 (-50), rep2_peak_18137 (+981)
DSC3	rep2_peak_18136 (-16348)
DSCAML1	rep2_peak_7809 (-17731)
DSCC1	rep2_peak_39553 (+43)
DSCR3	rep2_peak_25641 (-42), rep2_peak_25640 (+9649)
DSE	rep2_peak_35289 (-297)
DSEL	rep2_peak_18522 (+821)
DSG2	rep2_peak_18151 (-196), rep2_peak_18152 (+342), rep2_peak_18153 (+12490), rep2_peak_18154 (+14381)
DSG4	rep2_peak_18147 (-23364), rep2_peak_18148 (-3047), rep2_peak_18149 (+20571), rep2_peak_18150 (+24824)
DSN1	rep2_peak_24772 (-58)
DSP	rep2_peak_33526 (-266), rep2_peak_33527 (+1563), rep2_peak_33528 (+2665), rep2_peak_33529 (+7314), rep2_peak_33530 (+8635), rep2_peak_33531 (+12542), rep2_peak_33532 (+20193)
DST	rep2_peak_34766 (-24283), rep2_peak_34765 (-16991), rep2_peak_34764 (-2389), rep2_peak_34763 (+7686), rep2_peak_34762 (+26518)
DSTN	rep2_peak_24336 (-670)
DSTYK	rep2_peak_3289 (-120)
DTD1	rep2_peak_24385 (-2594)
DTD2	rep2_peak_11026 (-885), rep2_peak_11025 (+180)
DTL	rep2_peak_3427 (-369)
DTNB	rep2_peak_20689 (-19313), rep2_peak_20688 (+21645)
DTNBP1	rep2_peak_33673 (-28376), rep2_peak_33672 (+609)
DTWD2	rep2_peak_32378 (-20778), rep2_peak_32377 (+46), rep2_peak_32376 (+8271)
DTX1	rep2_peak_9579 (+14259)
DTX2	rep2_peak_37237 (-3032)
DTX3L	rep2_peak_28294 (-5428), rep2_peak_28295 (+68)
DTX4	rep2_peak_6741 (-804), rep2_peak_6742 (+1857), rep2_peak_6743 (+2274)
DUPD1	rep2_peak_5094 (-21347)
DUS1L	rep2_peak_17689 (-383), rep2_peak_17688 (+8443)
DUS2	rep2_peak_14726 (-24026), rep2_peak_14727 (+343)
DUS3L	rep2_peak_18889 (-17995), rep2_peak_18888 (-12910), rep2_peak_18887 (-9654), rep2_peak_18886 (-8255), rep2_peak_18885 (+458)
DUS4L	rep2_peak_37718 (-63)
DUSP1	rep2_peak_33117 (-26714), rep2_peak_33116 (-22984), rep2_peak_33115 (-18090), rep2_peak_33114 (-11585), rep2_peak_33113 (-8948), rep2_peak_33112 (-7193), rep2_peak_33111 (-6430), rep2_peak_33110 (-5235), rep2_peak_33109 (-4527), rep2_peak_33108 (-1335), rep2_peak_33107 (+104), rep2_peak_33106 (+4441), rep2_peak_33105 (+5808), rep2_peak_33104 (+21847)
DUSP10	rep2_peak_3602 (-262), rep2_peak_3601 (+23469), rep2_peak_3600 (+24739), rep2_peak_3599 (+26593)
DUSP11	rep2_peak_21645 (-12)
DUSP12	rep2_peak_2740 (+24)
DUSP13	rep2_peak_5095 (+14555), rep2_peak_5094 (+29330)
DUSP14	rep2_peak_16097 (-21489), rep2_peak_16098 (-20295), rep2_peak_16099 (-7651)
DUSP16	rep2_peak_8303 (-22948), rep2_peak_8302 (-550), rep2_peak_8301 (+739), rep2_peak_8300 (+1193), rep2_peak_8299 (+10345), rep2_peak_8298 (+15026), rep2_peak_8297 (+15854)
DUSP18	rep2_peak_26241 (+53)
DUSP19	rep2_peak_23095 (-17948)
DUSP21	rep2_peak_42099 (-13980), rep2_peak_42100 (+28503)
DUSP22	rep2_peak_33320 (-171), rep2_peak_33321 (+1214)
DUSP26	rep2_peak_38817 (+18786)
DUSP28	rep2_peak_23953 (+73), rep2_peak_23954 (+776)
DUSP3	rep2_peak_16430 (-23038), rep2_peak_16429 (-17196), rep2_peak_16428 (+144), rep2_peak_16427 (+580), rep2_peak_16426 (+6880)
DUSP6	rep2_peak_9180 (-26342), rep2_peak_9179 (-22440), rep2_peak_9178 (-4203), rep2_peak_9177 (-2614), rep2_peak_9176 (+565), rep2_peak_9175 (+9033)
DUSP7	rep2_peak_27631 (-24637), rep2_peak_27630 (-983), rep2_peak_27629 (+16472), rep2_peak_27628 (+22666), rep2_peak_27627 (+26809)
DUSP9	rep2_peak_42677 (-23719), rep2_peak_42678 (-20092), rep2_peak_42679 (-9323), rep2_peak_42680 (-5415), rep2_peak_42681 (-1133), rep2_peak_42682 (-198), rep2_peak_42683 (+4559)
DUT	rep2_peak_12476 (-99)
DUX4	rep2_peak_31196 (+29602)
DVL1	rep2_peak_46 (+1549)
DVL2	rep2_peak_15568 (-53)
DVL3	rep2_peak_29140 (+981)
DXO	rep2_peak_34182 (+178)
DYDC2	rep2_peak_5228 (-24136), rep2_peak_5229 (-22414)
DYM	rep2_peak_18325 (0)
DYNC1H1	rep2_peak_12083 (-16373), rep2_peak_12084 (+127)
DYNC1I2	rep2_peak_22904 (+312)
DYNC1LI1	rep2_peak_27209 (-9151), rep2_peak_27208 (-207), rep2_peak_27207 (+682), rep2_peak_27206 (+13041)
DYNC2H1	rep2_peak_7623 (-195)
DYNC2LI1	rep2_peak_21084 (-29585), rep2_peak_21085 (-14681)
DYNLL1	rep2_peak_9723 (-56), rep2_peak_9724 (+26182)
DYNLL2	rep2_peak_16816 (-10044)
DYNLRB1	rep2_peak_24698 (-4305), rep2_peak_24699 (-3647), rep2_peak_24700 (+153), rep2_peak_24701 (+6899), rep2_peak_24702 (+9744)
DYNLRB2	rep2_peak_15042 (+234)
DYNLT1	rep2_peak_35984 (+142), rep2_peak_35983 (+15220)
DYRK1A	rep2_peak_25644 (+11206), rep2_peak_25645 (+26472)
DYRK3	rep2_peak_3340 (-107)
DZANK1	rep2_peak_24380 (-169)
DZIP3	rep2_peak_28177 (-153)
E2F1	rep2_peak_24657 (-24959), rep2_peak_24656 (-15843), rep2_peak_24655 (-14165), rep2_peak_24654 (-2748)
E2F2	rep2_peak_634 (-27299), rep2_peak_633 (-13710), rep2_peak_632 (-8747), rep2_peak_631 (+26224)
E2F3	rep2_peak_33741 (-328), rep2_peak_33742 (+1318), rep2_peak_33743 (+22755)
E2F5	rep2_peak_39254 (-201), rep2_peak_39255 (+411)
E2F6	rep2_peak_20452 (-22914), rep2_peak_20451 (-17119), rep2_peak_20450 (-16547), rep2_peak_20449 (-13300), rep2_peak_20448 (-7245), rep2_peak_20447 (-53)
E2F7	rep2_peak_9127 (-125), rep2_peak_9126 (+12125)
E2F8	rep2_peak_6390 (-2660), rep2_peak_6389 (+569)
E4F1	rep2_peak_13508 (+50), rep2_peak_13509 (+3021)
EAF1	rep2_peak_27023 (+300)
EAF2	rep2_peak_28278 (-163)
EAPP	rep2_peak_11065 (-22556), rep2_peak_11064 (-17671), rep2_peak_11063 (-16851), rep2_peak_11062 (-6854), rep2_peak_11061 (-6096), rep2_peak_11060 (-1118), rep2_peak_11059 (+47)
EARS2	rep2_peak_14073 (-171), rep2_peak_14072 (+16878), rep2_peak_14071 (+18551)
EBAG9	rep2_peak_39501 (-141)
EBI3	rep2_peak_18829 (+4796)
EBPL	rep2_peak_10390 (-95), rep2_peak_10389 (+1122)
ECD	rep2_peak_5064 (+1)
ECE1	rep2_peak_563 (-22157), rep2_peak_562 (-20706), rep2_peak_561 (+18717), rep2_peak_560 (+20657)
ECE2	rep2_peak_29145 (-786), rep2_peak_29146 (-21)
ECH1	rep2_peak_19616 (-5907), rep2_peak_19615 (+69), rep2_peak_19614 (+12597)
ECHDC1	rep2_peak_35389 (-543)
ECHDC2	rep2_peak_1308 (-3982), rep2_peak_1307 (+156)
ECHDC3	rep2_peak_4228 (-27342), rep2_peak_4229 (-26243), rep2_peak_4230 (+15287)
ECHS1	rep2_peak_6037 (+287), rep2_peak_6036 (+13988)
ECI1	rep2_peak_13510 (-86)
ECI2	rep2_peak_33464 (-516), rep2_peak_33463 (+172), rep2_peak_33462 (+4811), rep2_peak_33461 (+25895), rep2_peak_33460 (+29461)
ECM1	rep2_peak_2440 (+7788), rep2_peak_2441 (+8723), rep2_peak_2442 (+24363)
ECSIT	rep2_peak_19086 (-7040)
ECT2	rep2_peak_29039 (-1301), rep2_peak_29040 (-153)
ECT2L	rep2_peak_35608 (+18262)
EDA	rep2_peak_42268 (-1890)
EDAR	rep2_peak_22124 (-4406), rep2_peak_22123 (+6868)
EDARADD	rep2_peak_3985 (-6443), rep2_peak_3986 (-4866), rep2_peak_3987 (+3272), rep2_peak_3988 (+5466)
EDC3	rep2_peak_12956 (-20768), rep2_peak_12955 (-51)
EDC4	rep2_peak_14719 (-15023), rep2_peak_14720 (+17)
EDEM1	rep2_peak_26848 (+1425)
EDEM2	rep2_peak_24720 (-7513), rep2_peak_24719 (+88)
EDEM3	rep2_peak_3088 (+162)
EDF1	rep2_peak_41725 (-16550)
EDN1	rep2_peak_33611 (-94)
EDRF1	rep2_peak_5981 (-199)
EEA1	rep2_peak_9210 (-18673), rep2_peak_9209 (-16579), rep2_peak_9208 (-259)
EED	rep2_peak_7465 (-26526), rep2_peak_7466 (-342)
EEF1A1	rep2_peak_34849 (-27944), rep2_peak_34848 (-2597), rep2_peak_34847 (-181), rep2_peak_34846 (+582), rep2_peak_34845 (+5252)
EEF1AKMT1	rep2_peak_9982 (-31)
EEF1AKMT2	rep2_peak_5973 (+48)
EEF1AKMT3	rep2_peak_8926 (-475)
EEF1B2	rep2_peak_23367 (-107)
EEF1D	rep2_peak_39938 (-549), rep2_peak_39937 (+151)
EEF1E1	rep2_peak_33546 (+61)
EEF1E1-BLOC1S5	rep2_peak_33546 (+13), rep2_peak_33545 (+17309), rep2_peak_33544 (+19540), rep2_peak_33543 (+26665)
EEF1G	rep2_peak_6845 (-14168), rep2_peak_6844 (+57), rep2_peak_6843 (+13206), rep2_peak_6842 (+22071), rep2_peak_6841 (+24919), rep2_peak_6840 (+25997)
EEF2	rep2_peak_18817 (-13679), rep2_peak_18816 (+94)
EEF2K	rep2_peak_14046 (-15885), rep2_peak_14047 (-15098), rep2_peak_14048 (-13778), rep2_peak_14049 (-10512), rep2_peak_14050 (-195), rep2_peak_14051 (+26625)
EEF2KMT	rep2_peak_13634 (-918), rep2_peak_13633 (+154)
EEFSEC	rep2_peak_28431 (-26803), rep2_peak_28432 (-1599), rep2_peak_28433 (-70), rep2_peak_28434 (+14817), rep2_peak_28435 (+17667)
EEPD1	rep2_peak_36708 (-24413), rep2_peak_36709 (-3254), rep2_peak_36710 (-82), rep2_peak_36711 (+4566), rep2_peak_36712 (+12215)
EFCAB12	rep2_peak_28474 (+10103), rep2_peak_28473 (+12614), rep2_peak_28472 (+14759), rep2_peak_28471 (+28873)
EFCAB14	rep2_peak_1223 (-149)
EFCAB2	rep2_peak_4043 (+252), rep2_peak_4044 (+1020)
EFCAB5	rep2_peak_15990 (-10142)
EFCAB7	rep2_peak_1564 (-52)
EFCC1	rep2_peak_28455 (-2377)
EFEMP2	rep2_peak_7015 (-885)
EFHC1	rep2_peak_34645 (-29668), rep2_peak_34646 (-19366), rep2_peak_34647 (-69)
EFHD1	rep2_peak_23788 (-26977), rep2_peak_23789 (-8044)
EFHD2	rep2_peak_412 (+25043)
EFL1	rep2_peak_13113 (-755), rep2_peak_13112 (+45)
EFNA1	rep2_peak_2575 (-19966), rep2_peak_2576 (-130), rep2_peak_2577 (+496), rep2_peak_2578 (+1829)
EFNA2	rep2_peak_18691 (-2572), rep2_peak_18692 (+4931), rep2_peak_18693 (+5942)
EFNA3	rep2_peak_2571 (-13984), rep2_peak_2572 (-7785), rep2_peak_2573 (+6040), rep2_peak_2574 (+12616), rep2_peak_2575 (+28622)
EFNA4	rep2_peak_2571 (+1127), rep2_peak_2572 (+7326)
EFR3A	rep2_peak_39781 (+12601)
EFR3B	rep2_peak_20674 (-23200)
EFTUD2	rep2_peak_16479 (+162)
EGFL7	rep2_peak_41709 (+16391)
EGFL8	rep2_peak_34189 (+9976), rep2_peak_34190 (+11374)
EGFR	rep2_peak_36942 (+12165), rep2_peak_36943 (+29278)
EGLN1	rep2_peak_3841 (-7227), rep2_peak_3840 (+1192), rep2_peak_3839 (+2444)
EGLN2	rep2_peak_19681 (-1918), rep2_peak_19682 (-1328), rep2_peak_19683 (+19189)
EGLN3	rep2_peak_11045 (+109)
EGR1	rep2_peak_32641 (-1309), rep2_peak_32642 (-651), rep2_peak_32643 (+1084), rep2_peak_32644 (+10961), rep2_peak_32645 (+23989), rep2_peak_32646 (+27773)
EGR2	rep2_peak_4889 (-1728), rep2_peak_4888 (-225)
EGR3	rep2_peak_38621 (-269)
EHBP1	rep2_peak_21380 (-225), rep2_peak_21381 (+415), rep2_peak_21382 (+6192)
EHD1	rep2_peak_6944 (-14693), rep2_peak_6943 (-13826), rep2_peak_6942 (-8350), rep2_peak_6941 (-6029), rep2_peak_6940 (+8962)
EHD2	rep2_peak_19926 (-15091), rep2_peak_19927 (+6780), rep2_peak_19928 (+15586)
EHD4	rep2_peak_12386 (-154), rep2_peak_12385 (+11508)
EHF	rep2_peak_6546 (+1953), rep2_peak_6547 (+8012), rep2_peak_6548 (+22609), rep2_peak_6549 (+23812), rep2_peak_6550 (+26343)
EHHADH	rep2_peak_29165 (-28760), rep2_peak_29164 (-22476), rep2_peak_29163 (+110), rep2_peak_29162 (+3250)
EHMT1	rep2_peak_41755 (-249)
EI24	rep2_peak_7954 (-4648), rep2_peak_7955 (+109)
EID3	rep2_peak_9404 (-16618), rep2_peak_9405 (-14917), rep2_peak_9406 (+19405)
EIF1	rep2_peak_16253 (-26017), rep2_peak_16254 (-22878), rep2_peak_16255 (-12359), rep2_peak_16256 (-11776), rep2_peak_16257 (-1541), rep2_peak_16258 (+497), rep2_peak_16259 (+14034), rep2_peak_16260 (+16449)
EIF1AD	rep2_peak_7024 (-55)
EIF1AX	rep2_peak_41904 (-87)
EIF1AY	rep2_peak_42752 (-22649), rep2_peak_42753 (+161)
EIF1B	rep2_peak_27322 (-89)
EIF2A	rep2_peak_28748 (-51)
EIF2AK1	rep2_peak_36350 (-22199), rep2_peak_36349 (-18165), rep2_peak_36348 (+33), rep2_peak_36347 (+419), rep2_peak_36346 (+1411), rep2_peak_36345 (+3519), rep2_peak_36344 (+8279)
EIF2AK3	rep2_peak_21876 (+27292)
EIF2B1	rep2_peak_9855 (-6)
EIF2B2	rep2_peak_11699 (-117)
EIF2B3	rep2_peak_1173 (-8111), rep2_peak_1172 (-53)
EIF2B4	rep2_peak_20760 (-68), rep2_peak_20759 (+10216)
EIF2B5	rep2_peak_29137 (-10598), rep2_peak_29138 (-1129), rep2_peak_29139 (+111)
EIF2D	rep2_peak_3339 (-41)
EIF2S1	rep2_peak_11506 (-92)
EIF2S2	rep2_peak_24676 (-23425), rep2_peak_24675 (-20861), rep2_peak_24674 (+14)
EIF2S3	rep2_peak_41954 (-398), rep2_peak_41955 (+102), rep2_peak_41956 (+27045)
EIF3A	rep2_peak_5865 (-105)
EIF3B	rep2_peak_36262 (-21316), rep2_peak_36263 (-878)
EIF3C	rep2_peak_14141 (-22803), rep2_peak_14142 (-14018), rep2_peak_14143 (+52), rep2_peak_14144 (+28533)
EIF3CL	rep2_peak_14123 (-22571), rep2_peak_14122 (-13410), rep2_peak_14121 (+142), rep2_peak_14120 (+28451)
EIF3D	rep2_peak_26413 (+141)
EIF3E	rep2_peak_39491 (+103)
EIF3F	rep2_peak_6195 (+16840)
EIF3G	rep2_peak_19027 (-63), rep2_peak_19026 (+6629)
EIF3H	rep2_peak_39516 (-48)
EIF3I	rep2_peak_905 (+25964), rep2_peak_906 (+27832)
EIF3J	rep2_peak_12424 (-394), rep2_peak_12425 (+63)
EIF3L	rep2_peak_26458 (+20), rep2_peak_26459 (+14415)
EIF3M	rep2_peak_6478 (-2688), rep2_peak_6479 (-41), rep2_peak_6480 (+29842)
EIF4A1	rep2_peak_15591 (-257), rep2_peak_15592 (+881)
EIF4A2	rep2_peak_29225 (-366)
EIF4A3	rep2_peak_17605 (-38), rep2_peak_17604 (+15935)
EIF4B	rep2_peak_8759 (-25451), rep2_peak_8760 (-13274), rep2_peak_8761 (-7004), rep2_peak_8762 (-185)
EIF4E	rep2_peak_30464 (-398), rep2_peak_30463 (+160), rep2_peak_30462 (+665)
EIF4E2	rep2_peak_23786 (+671)
EIF4EBP1	rep2_peak_38843 (-26368), rep2_peak_38844 (-10904), rep2_peak_38845 (-6894), rep2_peak_38846 (-30), rep2_peak_38847 (+1265)
EIF4EBP2	rep2_peak_4977 (-202), rep2_peak_4978 (+1072), rep2_peak_4979 (+2849), rep2_peak_4980 (+26336), rep2_peak_4981 (+27946)
EIF4EBP3	rep2_peak_32718 (-91)
EIF4ENIF1	rep2_peak_26280 (-352)
EIF4G1	rep2_peak_29148 (+20594)
EIF4G2	rep2_peak_6254 (-1138), rep2_peak_6253 (+15302)
EIF4H	rep2_peak_37133 (-25544), rep2_peak_37134 (-187)
EIF5	rep2_peak_12130 (-18485), rep2_peak_12131 (-53), rep2_peak_12132 (+13560), rep2_peak_12133 (+27972)
EIF5A	rep2_peak_15578 (-10467), rep2_peak_15579 (+157)
EIF5A2	rep2_peak_28950 (-169)
EIF5AL1	rep2_peak_5212 (+21304)
EIF5B	rep2_peak_21964 (-842), rep2_peak_21965 (-73)
EIF6	rep2_peak_24726 (-1283), rep2_peak_24725 (+175)
ELAC1	rep2_peak_18366 (+95)
ELAC2	rep2_peak_15679 (-93)
ELAVL3	rep2_peak_19085 (-10057), rep2_peak_19084 (-1705)
ELF1	rep2_peak_10244 (-6354), rep2_peak_10243 (-459), rep2_peak_10242 (-80), rep2_peak_10241 (+10749), rep2_peak_10240 (+11374), rep2_peak_10239 (+17507)
ELF2	rep2_peak_30763 (-14370)
ELF3	rep2_peak_3211 (+1856), rep2_peak_3212 (+2746), rep2_peak_3213 (+10982), rep2_peak_3214 (+27124)
ELF4	rep2_peak_42561 (+12550)
ELF5	rep2_peak_6540 (-16480), rep2_peak_6539 (+5742), rep2_peak_6538 (+10090)
ELFN1	rep2_peak_36242 (-23149), rep2_peak_36243 (+25876)
ELFN2	rep2_peak_26425 (-15272)
ELK4	rep2_peak_3308 (-27132), rep2_peak_3307 (-15418), rep2_peak_3306 (-11124), rep2_peak_3305 (-7826), rep2_peak_3304 (-155), rep2_peak_3303 (+635), rep2_peak_3302 (+15230)
ELL	rep2_peak_19338 (+1858), rep2_peak_19337 (+3316), rep2_peak_19336 (+7078), rep2_peak_19335 (+14163), rep2_peak_19334 (+17474), rep2_peak_19333 (+25476)
ELL2	rep2_peak_32212 (-27024), rep2_peak_32211 (-26260), rep2_peak_32210 (-25119), rep2_peak_32209 (-8216), rep2_peak_32208 (-4145), rep2_peak_32207 (+3), rep2_peak_32206 (+2885), rep2_peak_32205 (+3586), rep2_peak_32204 (+5036), rep2_peak_32203 (+15400)
ELL3	rep2_peak_12417 (+69)
ELMO2	rep2_peak_24956 (+261)
ELMOD2	rep2_peak_30800 (-90), rep2_peak_30801 (+5451)
ELMOD3	rep2_peak_21777 (-114), rep2_peak_21778 (+11032)
ELMSAN1	rep2_peak_11657 (-25720), rep2_peak_11656 (-23138), rep2_peak_11655 (-11760), rep2_peak_11654 (-3325), rep2_peak_11653 (+88), rep2_peak_11652 (+1782), rep2_peak_11651 (+6606)
ELOA	rep2_peak_642 (-15562)
ELOC	rep2_peak_39178 (-241)
ELOVL1	rep2_peak_1126 (-570), rep2_peak_1125 (-172)
ELOVL2	rep2_peak_33573 (-23231), rep2_peak_33572 (+5121), rep2_peak_33571 (+7080)
ELOVL3	rep2_peak_5607 (+31)
ELOVL5	rep2_peak_34701 (-11358), rep2_peak_34700 (-10411), rep2_peak_34699 (+66), rep2_peak_34698 (+979), rep2_peak_34697 (+27289)
ELOVL6	rep2_peak_30580 (-3552), rep2_peak_30579 (-110)
ELP1	rep2_peak_41039 (-426), rep2_peak_41038 (+114), rep2_peak_41037 (+14372)
ELP2	rep2_peak_18235 (-515)
ELP3	rep2_peak_38728 (+226)
ELP4	rep2_peak_6471 (+81)
ELP5	rep2_peak_15572 (+224), rep2_peak_15573 (+6905)
ELP6	rep2_peak_27475 (+305)
EMC1	rep2_peak_508 (-66)
EMC3	rep2_peak_26912 (-19510), rep2_peak_26911 (-18245), rep2_peak_26910 (+216)
EMC4	rep2_peak_12265 (+53)
EMC6	rep2_peak_15467 (-667)
EMC7	rep2_peak_12263 (-45)
EMC8	rep2_peak_15180 (-83), rep2_peak_15179 (+1209), rep2_peak_15178 (+17665)
EMC9	rep2_peak_10954 (+156)
EMD	rep2_peak_42707 (-467), rep2_peak_42708 (+6909), rep2_peak_42709 (+11018)
EME1	rep2_peak_16630 (-77)
EME2	rep2_peak_13475 (-87)
EMG1	rep2_peak_8190 (-148), rep2_peak_8191 (+10515)
EMID1	rep2_peak_26202 (+26900)
EMILIN1	rep2_peak_20735 (+2875)
EML1	rep2_peak_12029 (-8690)
EML2	rep2_peak_19840 (-12396), rep2_peak_19839 (+3402), rep2_peak_19838 (+5520)
